index,S:all,I:all,r0:all,v:all,sto:all,rep:all,phi:all,log_like
24,0.07,1.04776e-05,15.8395,11.6757,0.1,0.60961,0.1,-22357.362157
25,0.07,1.04776e-05,15.8395,11.6757,0.1,0.60961,0.1,-22357.362157
26,0.07,1.10189e-05,15.4993,10.8601,0.1,0.613729,0.1,-22255.918859
27,0.07,1.10189e-05,15.4993,10.8601,0.1,0.613729,0.1,-22255.918859
28,0.07,1.10189e-05,15.4993,10.8601,0.1,0.613729,0.1,-22255.918859
29,0.07,1.10189e-05,15.4993,10.8601,0.1,0.613729,0.1,-22255.918859
30,0.07,1.09901e-05,15.4846,10.518,0.1,0.618907,0.1,-22205.165679
31,0.07,1.09901e-05,15.4846,10.518,0.1,0.618907,0.1,-22205.165679
32,0.07,1.09901e-05,15.4846,10.518,0.1,0.618907,0.1,-22205.165679
33,0.07,1.09901e-05,15.4846,10.518,0.1,0.618907,0.1,-22205.165679
34,0.07,1.09901e-05,15.4846,10.518,0.1,0.618907,0.1,-22205.165679
35,0.07,1.09901e-05,15.4846,10.518,0.1,0.618907,0.1,-22205.165679
36,0.07,1.09901e-05,15.4846,10.518,0.1,0.618907,0.1,-22205.165679
37,0.07,1.09901e-05,15.4846,10.518,0.1,0.618907,0.1,-22205.165679
38,0.07,1.11107e-05,15.4649,10.4336,0.1,0.618305,0.1,-22201.957341
39,0.07,1.11107e-05,15.4649,10.4336,0.1,0.618305,0.1,-22201.957341
40,0.07,1.11107e-05,15.4649,10.4336,0.1,0.618305,0.1,-22201.957341
41,0.07,1.11107e-05,15.4649,10.4336,0.1,0.618305,0.1,-22201.957341
42,0.07,1.11107e-05,15.4649,10.4336,0.1,0.618305,0.1,-22201.957341
43,0.07,1.11107e-05,15.4649,10.4336,0.1,0.618305,0.1,-22201.957341
44,0.07,1.11107e-05,15.4649,10.4336,0.1,0.618305,0.1,-22201.957341
45,0.07,1.11107e-05,15.4649,10.4336,0.1,0.618305,0.1,-22201.957341
46,0.07,1.11107e-05,15.4649,10.4336,0.1,0.618305,0.1,-22201.957341
47,0.07,1.11107e-05,15.4649,10.4336,0.1,0.618305,0.1,-22201.957341
48,0.07,1.10755e-05,15.4697,10.4422,0.1,0.618726,0.1,-22201.924596
49,0.07,1.10755e-05,15.4697,10.4422,0.1,0.618726,0.1,-22201.924596
50,0.07,1.1075e-05,15.4666,10.4476,0.1,0.618651,0.1,-22201.665809
51,0.07,1.1075e-05,15.4666,10.4476,0.1,0.618651,0.1,-22201.665809
52,0.07,1.1075e-05,15.4666,10.4476,0.1,0.618651,0.1,-22201.665809
53,0.07,1.10797e-05,15.4733,10.4505,0.1,0.618561,0.1,-22201.598174
54,0.07,1.10797e-05,15.4733,10.4505,0.1,0.618561,0.1,-22201.598174
55,0.07,1.10797e-05,15.4733,10.4505,0.1,0.618561,0.1,-22201.598174
56,0.07,1.10797e-05,15.4733,10.4505,0.1,0.618561,0.1,-22201.598174
57,0.07,1.10751e-05,15.475,10.4528,0.1,0.618583,0.1,-22201.535504
58,0.07,1.10751e-05,15.475,10.4528,0.1,0.618583,0.1,-22201.535504
59,0.07,1.10751e-05,15.475,10.4528,0.1,0.618583,0.1,-22201.535504
60,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
61,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
62,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
63,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
64,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
65,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
66,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
67,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
68,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
69,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
70,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
71,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
72,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
73,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
74,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
75,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
76,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
77,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
78,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
79,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
80,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
81,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
82,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
83,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
84,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
85,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452770
86,0.07,1.10791e-05,15.4731,10.4484,0.1,0.618583,0.1,-22201.452010
