"date","NJ__all"
"1909-12-06",0.00027
"1909-12-13",0.00027
"1909-12-20",0.00027
"1909-12-27",0.00027
"1910-01-03",0.00027
"1910-01-10",0.00027
"1910-01-17",0.00027
"1910-01-24",0.00027
"1910-01-31",0.00027
"1910-02-07",0.00027
"1910-02-14",0.00027
"1910-02-21",0.00027
"1910-02-28",0.00027
"1910-03-07",0.00027
"1910-03-14",0.00027
"1910-03-21",0.00027
"1910-03-28",0.00027
"1910-04-04",0.00027
"1910-04-11",0.00027
"1910-04-18",0.00027
"1910-04-25",0.00027
"1910-05-02",0.00027
"1910-05-09",0.00027
"1910-05-16",0.00027
"1910-05-23",0.00027
"1910-05-30",0.00027
"1910-06-06",0.00027
"1910-06-13",0.00027
"1910-06-20",0.00027
"1910-06-27",0.00027
"1910-07-04",0.00027
"1910-07-11",0.00027
"1910-07-18",0.00027
"1910-07-25",0.00027
"1910-08-01",0.00027
"1910-08-08",0.00027
"1910-08-15",0.00027
"1910-08-22",0.00027
"1910-08-29",0.00027
"1910-09-05",0.00027
"1910-09-12",0.00027
"1910-09-19",0.00027
"1910-09-26",0.00027
"1910-10-03",0.00027
"1910-10-10",0.00027
"1910-10-17",0.00027
"1910-10-24",0.00027
"1910-10-31",0.00027
"1910-11-07",0.00027
"1910-11-14",0.00027
"1910-11-21",0.00027
"1910-11-28",0.00027
"1910-12-05",0.00027
"1910-12-12",0.00027
"1910-12-19",0.00027
"1910-12-26",0.00027
"1911-01-02",0.00027
"1911-01-09",0.00027
"1911-01-16",0.00027
"1911-01-23",0.00027
"1911-01-30",0.00027
"1911-02-06",0.00027
"1911-02-13",0.00027
"1911-02-20",0.00027
"1911-02-27",0.00027
"1911-03-06",0.00027
"1911-03-13",0.00027
"1911-03-20",0.00027
"1911-03-27",0.00027
"1911-04-03",0.00027
"1911-04-10",0.00027
"1911-04-17",0.00027
"1911-04-24",0.00027
"1911-05-01",0.00027
"1911-05-08",0.00027
"1911-05-15",0.00027
"1911-05-22",0.00027
"1911-05-29",0.00027
"1911-06-05",0.00027
"1911-06-12",0.00027
"1911-06-19",0.00027
"1911-06-26",0.00027
"1911-07-03",0.00027
"1911-07-10",0.00027
"1911-07-17",0.00027
"1911-07-24",0.00027
"1911-07-31",0.00027
"1911-08-07",0.00027
"1911-08-14",0.00027
"1911-08-21",0.00027
"1911-08-28",0.00027
"1911-09-04",0.00027
"1911-09-11",0.00027
"1911-09-18",0.00027
"1911-09-25",0.00027
"1911-10-02",0.00027
"1911-10-09",0.00027
"1911-10-16",0.00027
"1911-10-23",0.00027
"1911-10-30",0.00027
"1911-11-06",0.00027
"1911-11-13",0.00027
"1911-11-20",0.00027
"1911-11-27",0.00027
"1911-12-04",0.00027
"1911-12-11",0.00027
"1911-12-18",0.00027
"1911-12-25",0.00027
"1912-01-01",0.00027
"1912-01-08",0.00027
"1912-01-15",0.00027
"1912-01-22",0.00027
"1912-01-29",0.00027
"1912-02-05",0.00027
"1912-02-12",0.00027
"1912-02-19",0.00027
"1912-02-26",0.00027
"1912-03-04",0.00027
"1912-03-11",0.00027
"1912-03-18",0.00027
"1912-03-25",0.00027
"1912-04-01",0.00027
"1912-04-08",0.00027
"1912-04-15",0.00027
"1912-04-22",0.00027
"1912-04-29",0.00027
"1912-05-06",0.00027
"1912-05-13",0.00027
"1912-05-20",0.00027
"1912-05-27",0.00027
"1912-06-03",0.00027
"1912-06-10",0.00027
"1912-06-17",0.00027
"1912-06-24",0.00027
"1912-07-01",0.00027
"1912-07-08",0.00027
"1912-07-15",0.00027
"1912-07-22",0.00027
"1912-07-29",0.00027
"1912-08-05",0.00027
"1912-08-12",0.00027
"1912-08-19",0.00027
"1912-08-26",0.00027
"1912-09-02",0.00027
"1912-09-09",0.00027
"1912-09-16",0.00027
"1912-09-23",0.00027
"1912-09-30",0.00027
"1912-10-07",0.00027
"1912-10-14",0.00027
"1912-10-21",0.00027
"1912-10-28",0.00027
"1912-11-04",0.00027
"1912-11-11",0.00027
"1912-11-18",0.00027
"1912-11-25",0.00027
"1912-12-02",0.00027
"1912-12-09",0.00027
"1912-12-16",0.00027
"1912-12-23",0.00027
"1912-12-30",0.00027
"1913-01-06",0.00027
"1913-01-13",0.00027
"1913-01-20",0.00027
"1913-01-27",0.00027
"1913-02-03",0.00027
"1913-02-10",0.00027
"1913-02-17",0.00027
"1913-02-24",0.00027
"1913-03-03",0.00027
"1913-03-10",0.00027
"1913-03-17",0.00027
"1913-03-24",0.00027
"1913-03-31",0.00027
"1913-04-07",0.00027
"1913-04-14",0.00027
"1913-04-21",0.00027
"1913-04-28",0.00027
"1913-05-05",0.00027
"1913-05-12",0.00027
