time,low95:S:city1__all,S:city1__all,high95:S:city1__all,low95:S:city2__all,S:city2__all,high95:S:city2__all,low95:I:city1__all,I:city1__all,high95:I:city1__all,low95:I:city2__all,I:city2__all,high95:I:city2__all,low95:all__CDC__inc,all__CDC__inc,high95:all__CDC__inc,low95:all__google__inc,all__google__inc,high95:all__google__inc,low95:city2__CDC__inc,city2__CDC__inc,high95:city2__CDC__inc,low95:city1__CDC__prev,city1__CDC__prev,high95:city1__CDC__prev
18,60662.5,60662.5,60662.5,12729.9,12729.9,12729.9,4298.28,4298.28,4298.28,1701.7,1701.7,1701.7,2384.6,2384.6,2384.6,2384.6,2384.6,2384.6,338.115,338.115,338.115,2459.52,2459.52,2459.52
19,56657.6,56657.6,56657.6,12617,12617,12617,5213.78,5213.78,5213.78,1109.95,1109.95,1109.95,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58,217.191,217.191,217.191,2983.4,2983.4,2983.4
20,52270.9,52270.9,52270.9,12637.2,12637.2,12637.2,5929.99,5929.99,5929.99,723.336,723.336,723.336,2609.29,2609.29,2609.29,2609.29,2609.29,2609.29,141.016,141.016,141.016,3393.25,3393.25,3393.25
21,47839.6,47839.6,47839.6,12742.3,12742.3,12742.3,6303.41,6303.41,6303.41,472.061,472.061,472.061,2705.72,2705.72,2705.72,2705.72,2705.72,2705.72,92.3775,92.3775,92.3775,3606.96,3606.96,3606.96
22,43691.1,43691.1,43691.1,12902.3,12902.3,12902.3,6274.08,6274.08,6274.08,308.977,308.977,308.977,2693.22,2693.22,2693.22,2693.22,2693.22,2693.22,60.9792,60.9792,60.9792,3590.21,3590.21,3590.21
23,40056.3,40056.3,40056.3,13097.9,13097.9,13097.9,5884.19,5884.19,5884.19,203.022,203.022,203.022,2553.03,2553.03,2553.03,2553.03,2553.03,2553.03,40.5279,40.5279,40.5279,3367.12,3367.12,3367.12
24,37039.5,37039.5,37039.5,13317,13317,13317,5245.63,5245.63,5245.63,134.006,134.006,134.006,2307.61,2307.61,2307.61,2307.61,2307.61,2307.61,27.1052,27.1052,27.1052,3001.72,3001.72,3001.72
25,34640,34640,34640,13551.5,13551.5,13551.5,4487.6,4487.6,4487.6,88.889,88.889,88.889,2000.48,2000.48,2000.48,2000.48,2000.48,2000.48,18.2362,18.2362,18.2362,2567.94,2567.94,2567.94
26,32794.7,32794.7,32794.7,13796.2,13796.2,13796.2,3717.33,3717.33,3717.33,59.2699,59.2699,59.2699,1675.81,1675.81,1675.81,1675.81,1675.81,1675.81,12.3398,12.3398,12.3398,2127.15,2127.15,2127.15
27,31415.2,31415.2,31415.2,14047.8,14047.8,14047.8,3004.89,3004.89,3004.89,39.734,39.734,39.734,1366.63,1366.63,1366.63,1366.63,1366.63,1366.63,8.39692,8.39692,8.39692,1719.46,1719.46,1719.46
28,30411.4,30411.4,30411.4,14303.9,14303.9,14303.9,2385.52,2385.52,2385.52,26.7845,26.7845,26.7845,1092.07,1092.07,1092.07,1092.07,1092.07,1092.07,5.74569,5.74569,5.74569,1365.02,1365.02,1365.02
29,29702.9,29702.9,29702.9,14563.1,14563.1,14563.1,1869.43,1869.43,1869.43,18.1566,18.1566,18.1566,859.751,859.751,859.751,859.751,859.751,859.751,3.95327,3.95327,3.95327,1069.69,1069.69,1069.69
30,29223,29223,29223,14824.4,14824.4,14824.4,1451.88,1451.88,1451.88,12.3777,12.3777,12.3777,669.74,669.74,669.74,669.74,669.74,669.74,2.73497,2.73497,2.73497,830.756,830.756,830.756
31,28918.3,28918.3,28918.3,15087,15087,15087,1120.93,1120.93,1120.93,8.48622,8.48622,8.48622,517.992,517.992,517.992,517.992,517.992,517.992,1.90251,1.90251,1.90251,641.378,641.378,641.378
32,28747.3,28747.3,28747.3,15350.5,15350.5,15350.5,862.323,862.323,862.323,5.8515,5.8515,5.8515,398.806,398.806,398.806,398.806,398.806,398.806,1.3307,1.3307,1.3307,493.398,493.398,493.398
33,28678.1,28678.1,28678.1,15614.7,15614.7,15614.7,662.184,662.184,662.184,4.05795,4.05795,4.05795,306.263,306.263,306.263,306.263,306.263,306.263,0.935854,0.935854,0.935854,378.878,378.878,378.878
34,28686.1,28686.1,28686.1,15879.3,15879.3,15879.3,508.27,508.27,508.27,2.83033,2.83033,2.83033,234.958,234.958,234.958,234.958,234.958,234.958,0.661786,0.661786,0.661786,290.809,290.809,290.809
35,28752.9,28752.9,28752.9,16144.2,16144.2,16144.2,390.36,390.36,390.36,1.98546,1.98546,1.98546,180.283,180.283,180.283,180.283,180.283,180.283,0.470553,0.470553,0.470553,223.342,223.342,223.342
36,28864.5,28864.5,28864.5,16409.2,16409.2,16409.2,300.215,300.215,300.215,1.40081,1.40081,1.40081,138.476,138.476,138.476,138.476,138.476,138.476,0.336421,0.336421,0.336421,171.763,171.763,171.763
37,29010.2,29010.2,29010.2,16674.3,16674.3,16674.3,231.342,231.342,231.342,0.994023,0.994023,0.994023,106.548,106.548,106.548,106.548,106.548,106.548,0.24185,0.24185,0.24185,132.357,132.357,132.357
38,29182,29182,29182,16939.5,16939.5,16939.5,178.702,178.702,178.702,0.709429,0.709429,0.709429,82.1665,82.1665,82.1665,82.1665,82.1665,82.1665,0.174822,0.174822,0.174822,102.239,102.239,102.239
39,29373.8,29373.8,29373.8,17204.6,17204.6,17204.6,138.424,138.424,138.424,0.509235,0.509235,0.509235,63.5318,63.5318,63.5318,63.5318,63.5318,63.5318,0.127069,0.127069,0.127069,79.1942,79.1942,79.1942
40,29581,29581,29581,17469.8,17469.8,17469.8,107.552,107.552,107.552,0.367641,0.367641,0.367641,49.2681,49.2681,49.2681,49.2681,49.2681,49.2681,0.0928706,0.0928706,0.0928706,61.5307,61.5307,61.5307
41,29799.9,29799.9,29799.9,17734.9,17734.9,17734.9,83.8365,83.8365,83.8365,0.266948,0.266948,0.266948,38.3285,38.3285,38.3285,38.3285,38.3285,38.3285,0.0682516,0.0682516,0.0682516,47.9626,47.9626,47.9626
42,30028,30028,30028,18000,18000,18000,65.5737,65.5737,65.5737,0.19495,0.19495,0.19495,29.9182,29.9182,29.9182,29.9182,29.9182,29.9182,0.0504366,0.0504366,0.0504366,37.5141,37.5141,37.5141
43,30263.1,30263.1,30263.1,18265,18265,18265,51.4708,51.4708,51.4708,0.143191,0.143191,0.143191,23.4351,23.4351,23.4351,23.4351,23.4351,23.4351,0.0374783,0.0374783,0.0374783,29.4456,29.4456,29.4456
44,30503.7,30503.7,30503.7,18530,18530,18530,40.5477,40.5477,40.5477,0.10578,0.10578,0.10578,18.4231,18.4231,18.4231,18.4231,18.4231,18.4231,0.0280038,0.0280038,0.0280038,23.1965,23.1965,23.1965
45,30748.6,30748.6,30748.6,18794.9,18794.9,18794.9,32.0612,32.0612,32.0612,0.0785927,0.0785927,0.0785927,14.5365,14.5365,14.5365,14.5365,14.5365,14.5365,0.0210406,0.0210406,0.0210406,18.3414,18.3414,18.3414
46,30996.8,30996.8,30996.8,19059.8,19059.8,19059.8,25.4464,25.4464,25.4464,0.0587293,0.0587293,0.0587293,11.5128,11.5128,11.5128,11.5128,11.5128,11.5128,0.0158967,0.0158967,0.0158967,14.5571,14.5571,14.5571
47,31247.6,31247.6,31247.6,19324.6,19324.6,19324.6,20.2733,20.2733,20.2733,0.0441386,0.0441386,0.0441386,9.15283,9.15283,9.15283,9.15283,9.15283,9.15283,0.0120771,0.0120771,0.0120771,11.5976,11.5976,11.5976
48,31500.5,31500.5,31500.5,19589.3,19589.3,19589.3,16.214,16.214,16.214,0.0333636,0.0333636,0.0333636,7.30457,7.30457,7.30457,7.30457,7.30457,7.30457,0.00922631,0.00922631,0.00922631,9.27538,9.27538,9.27538
49,31754.9,31754.9,31754.9,19854,19854,19854,13.0177,13.0177,13.0177,0.025364,0.025364,0.025364,5.85212,5.85212,5.85212,5.85212,5.85212,5.85212,0.00708768,0.00708768,0.00708768,7.44687,7.44687,7.44687
50,32010.6,32010.6,32010.6,20118.6,20118.6,20118.6,10.4922,10.4922,10.4922,0.0193933,0.0193933,0.0193933,4.70675,4.70675,4.70675,4.70675,4.70675,4.70675,0.0054751,0.0054751,0.0054751,6.00213,6.00213,6.00213
51,32267.3,32267.3,32267.3,20383.1,20383.1,20383.1,8.4898,8.4898,8.4898,0.0149133,0.0149133,0.0149133,3.80037,3.80037,3.80037,3.80037,3.80037,3.80037,0.00425299,0.00425299,0.00425299,4.85661,4.85661,4.85661
52,32524.8,32524.8,32524.8,20647.6,20647.6,20647.6,6.8965,6.8965,6.8965,0.0115341,0.0115341,0.0115341,3.0806,3.0806,3.0806,3.0806,3.0806,3.0806,0.00332208,0.00332208,0.00332208,3.94514,3.94514,3.94514
