time,low95:S:city1__all,S:city1__all,high95:S:city1__all,low95:S:city2__all,S:city2__all,high95:S:city2__all,low95:I:city1__all,I:city1__all,high95:I:city1__all,low95:I:city2__all,I:city2__all,high95:I:city2__all,low95:all__CDC__inc,all__CDC__inc,high95:all__CDC__inc,low95:all__google__inc,all__google__inc,high95:all__google__inc,low95:city2__CDC__inc,city2__CDC__inc,high95:city2__CDC__inc,low95:city1__CDC__prev,city1__CDC__prev,high95:city1__CDC__prev
11,71655.5,71655.5,71655.5,36122.9,36122.9,36122.9,399.545,399.545,399.545,13771.4,13771.4,13771.4,5267.46,5267.46,5267.46,5267.46,5267.46,5267.46,6561.25,6561.25,6561.25,228.999,228.999,228.999
12,71373.1,71373.1,71373.1,26995.5,26995.5,26995.5,589.408,589.408,589.408,13441.1,13441.1,13441.1,5769.66,5769.66,5769.66,5769.66,5769.66,5769.66,5382.86,5382.86,5382.86,337.813,337.813,337.813
13,70844.2,70844.2,70844.2,20875.2,20875.2,20875.2,864.223,864.223,864.223,11125.3,11125.3,11125.3,5277.34,5277.34,5277.34,5277.34,5277.34,5277.34,3659.92,3659.92,3659.92,495.313,495.313,495.313
14,69969.1,69969.1,69969.1,17157.1,17157.1,17157.1,1253.84,1253.84,1253.84,8291.41,8291.41,8291.41,4330.24,4330.24,4330.24,4330.24,4330.24,4330.24,2283.41,2283.41,2283.41,718.605,718.605,718.605
15,68625.7,68625.7,68625.7,14990.1,14990.1,14990.1,1788.84,1788.84,1788.84,5805.66,5805.66,5805.66,3426.92,3426.92,3426.92,3426.92,3426.92,3426.92,1394.64,1394.64,1394.64,1025.21,1025.21,1025.21
16,66684,66684,66684,13759.9,13759.9,13759.9,2489.26,2489.26,2489.26,3921.62,3921.62,3921.62,2793.51,2793.51,2793.51,2793.51,2793.51,2793.51,857.783,857.783,857.783,1426.63,1426.63,1426.63
17,64039.1,64039.1,64039.1,13091.9,13091.9,13091.9,3345.01,3345.01,3345.01,2596.39,2596.39,2596.39,2465.46,2465.46,2465.46,2465.46,2465.46,2465.46,535.62,535.62,535.62,1917.06,1917.06,1917.06
18,60663.8,60663.8,60663.8,12766,12766,12766,4292.82,4292.82,4292.82,1701.1,1701.1,1701.1,2389.36,2389.36,2389.36,2389.36,2389.36,2389.36,339.572,339.572,339.572,2460.26,2460.26,2460.26
19,56661.1,56661.1,56661.1,12652.1,12652.1,12652.1,5206.34,5206.34,5206.34,1109.43,1109.43,1109.43,2473.85,2473.85,2473.85,2473.85,2473.85,2473.85,218.096,218.096,218.096,2983.82,2983.82,2983.82
20,52277.2,52277.2,52277.2,12671.7,12671.7,12671.7,5920.55,5920.55,5920.55,722.896,722.896,722.896,2613.16,2613.16,2613.16,2613.16,2613.16,2613.16,141.582,141.582,141.582,3393.18,3393.18,3393.18
21,47849.2,47849.2,47849.2,12776.4,12776.4,12776.4,6292.31,6292.31,6292.31,471.704,471.704,471.704,2709.15,2709.15,2709.15,2709.15,2709.15,2709.15,92.7318,92.7318,92.7318,3606.27,3606.27,3606.27
22,43704.2,43704.2,43704.2,12936.2,12936.2,12936.2,6261.91,6261.91,6261.91,308.695,308.695,308.695,2696.09,2696.09,2696.09,2696.09,2696.09,2696.09,61.2019,61.2019,61.2019,3588.88,3588.88,3588.88
23,40072.9,40072.9,40072.9,13131.7,13131.7,13131.7,5871.68,5871.68,5871.68,202.805,202.805,202.805,2555.24,2555.24,2555.24,2555.24,2555.24,2555.24,40.6683,40.6683,40.6683,3365.25,3365.25,3365.25
24,37059.2,37059.2,37059.2,13350.6,13350.6,13350.6,5233.48,5233.48,5233.48,133.841,133.841,133.841,2309.16,2309.16,2309.16,2309.16,2309.16,2309.16,27.1939,27.1939,27.1939,2999.48,2999.48,2999.48
25,34662.6,34662.6,34662.6,13585.1,13585.1,13585.1,4476.36,4476.36,4476.36,88.765,88.765,88.765,2001.45,2001.45,2001.45,2001.45,2001.45,2001.45,18.2923,18.2923,18.2923,2565.53,2565.53,2565.53
26,32819.7,32819.7,32819.7,13829.8,13829.8,13829.8,3707.35,3707.35,3707.35,59.1775,59.1775,59.1775,1676.31,1676.31,1676.31,1676.31,1676.31,1676.31,12.3753,12.3753,12.3753,2124.77,2124.77,2124.77
27,31442.2,31442.2,31442.2,14081.3,14081.3,14081.3,2996.3,2996.3,2996.3,39.6655,39.6655,39.6655,1366.8,1366.8,1366.8,1366.8,1366.8,1366.8,8.41947,8.41947,8.41947,1717.23,1717.23,1717.23
28,30440,30440,30440,14337.4,14337.4,14337.4,2378.32,2378.32,2378.32,26.734,26.734,26.734,1092.02,1092.02,1092.02,1092.02,1092.02,1092.02,5.76,5.76,5.76,1363.04,1363.04,1363.04
29,29732.8,29732.8,29732.8,14596.6,14596.6,14596.6,1863.51,1863.51,1863.51,18.1194,18.1194,18.1194,859.587,859.587,859.587,859.587,859.587,859.587,3.96234,3.96234,3.96234,1067.98,1067.98,1067.98
30,29253.9,29253.9,29253.9,14857.8,14857.8,14857.8,1447.08,1447.08,1447.08,12.3503,12.3503,12.3503,669.52,669.52,669.52,669.52,669.52,669.52,2.74072,2.74072,2.74072,829.313,829.313,829.313
31,28950.1,28950.1,28950.1,15120.5,15120.5,15120.5,1117.09,1117.09,1117.09,8.466,8.466,8.466,517.757,517.757,517.757,517.757,517.757,517.757,1.90614,1.90614,1.90614,640.185,640.185,640.185
32,28779.8,28779.8,28779.8,15384,15384,15384,859.271,859.271,859.271,5.8366,5.8366,5.8366,398.579,398.579,398.579,398.579,398.579,398.579,1.33298,1.33298,1.33298,492.425,492.425,492.425
33,28711,28711,28711,15648.2,15648.2,15648.2,659.773,659.773,659.773,4.04695,4.04695,4.04695,306.058,306.058,306.058,306.058,306.058,306.058,0.937283,0.937283,0.937283,378.092,378.092,378.092
34,28719.5,28719.5,28719.5,15912.8,15912.8,15912.8,506.371,506.371,506.371,2.82219,2.82219,2.82219,234.778,234.778,234.778,234.778,234.778,234.778,0.66267,0.66267,0.66267,290.178,290.178,290.178
35,28786.7,28786.7,28786.7,16177.6,16177.6,16177.6,388.868,388.868,388.868,1.97942,1.97942,1.97942,180.129,180.129,180.129,180.129,180.129,180.129,0.471093,0.471093,0.471093,222.839,222.839,222.839
36,28898.5,28898.5,28898.5,16442.6,16442.6,16442.6,299.044,299.044,299.044,1.39633,1.39633,1.39633,138.347,138.347,138.347,138.347,138.347,138.347,0.336744,0.336744,0.336744,171.363,171.363,171.363
37,29044.5,29044.5,29044.5,16707.7,16707.7,16707.7,230.423,230.423,230.423,0.990676,0.990676,0.990676,106.442,106.442,106.442,106.442,106.442,106.442,0.242037,0.242037,0.242037,132.039,132.039,132.039
38,29216.4,29216.4,29216.4,16972.9,16972.9,16972.9,177.981,177.981,177.981,0.706925,0.706925,0.706925,82.0789,82.0789,82.0789,82.0789,82.0789,82.0789,0.174925,0.174925,0.174925,101.987,101.987,101.987
39,29408.4,29408.4,29408.4,17238,17238,17238,137.857,137.857,137.857,0.507355,0.507355,0.507355,63.4602,63.4602,63.4602,63.4602,63.4602,63.4602,0.12712,0.12712,0.12712,78.994,78.994,78.994
40,29615.6,29615.6,29615.6,17503.2,17503.2,17503.2,107.105,107.105,107.105,0.366224,0.366224,0.366224,49.2099,49.2099,49.2099,49.2099,49.2099,49.2099,0.0928911,0.0928911,0.0928911,61.3718,61.3718,61.3718
41,29834.6,29834.6,29834.6,17768.3,17768.3,17768.3,83.4843,83.4843,83.4843,0.265875,0.265875,0.265875,38.2813,38.2813,38.2813,38.2813,38.2813,38.2813,0.0682542,0.0682542,0.0682542,47.8364,47.8364,47.8364
42,30062.8,30062.8,30062.8,18033.4,18033.4,18033.4,65.2953,65.2953,65.2953,0.194136,0.194136,0.194136,29.88,29.88,29.88,29.88,29.88,29.88,0.0504295,0.0504295,0.0504295,37.4137,37.4137,37.4137
43,30297.9,30297.9,30297.9,18298.4,18298.4,18298.4,51.2501,51.2501,51.2501,0.14257,0.14257,0.14257,23.4043,23.4043,23.4043,23.4043,23.4043,23.4043,0.0374663,0.0374663,0.0374663,29.3656,29.3656,29.3656
44,30538.6,30538.6,30538.6,18563.4,18563.4,18563.4,40.3724,40.3724,40.3724,0.105304,0.105304,0.105304,18.3982,18.3982,18.3982,18.3982,18.3982,18.3982,0.0279898,0.0279898,0.0279898,23.1326,23.1326,23.1326
45,30783.5,30783.5,30783.5,18828.3,18828.3,18828.3,31.9215,31.9215,31.9215,0.0782267,0.0782267,0.0782267,14.5163,14.5163,14.5163,14.5163,14.5163,14.5163,0.0210264,0.0210264,0.0210264,18.2903,18.2903,18.2903
46,31031.7,31031.7,31031.7,19093.1,19093.1,19093.1,25.3348,25.3348,25.3348,0.0584465,0.0584465,0.0584465,11.4966,11.4966,11.4966,11.4966,11.4966,11.4966,0.0158832,0.0158832,0.0158832,14.5161,14.5161,14.5161
47,31282.6,31282.6,31282.6,19357.9,19357.9,19357.9,20.1839,20.1839,20.1839,0.0439191,0.0439191,0.0439191,9.13966,9.13966,9.13966,9.13966,9.13966,9.13966,0.0120647,0.0120647,0.0120647,11.5647,11.5647,11.5647
48,31535.4,31535.4,31535.4,19622.7,19622.7,19622.7,16.1421,16.1421,16.1421,0.0331925,0.0331925,0.0331925,7.2939,7.2939,7.2939,7.2939,7.2939,7.2939,0.00921526,0.00921526,0.00921526,9.24883,9.24883,9.24883
49,31789.9,31789.9,31789.9,19887.3,19887.3,19887.3,12.9598,12.9598,12.9598,0.02523,0.02523,0.02523,5.84347,5.84347,5.84347,5.84347,5.84347,5.84347,0.00707798,0.00707798,0.00707798,7.42542,7.42542,7.42542
50,32045.6,32045.6,32045.6,20151.9,20151.9,20151.9,10.4454,10.4454,10.4454,0.0192878,0.0192878,0.0192878,4.69973,4.69973,4.69973,4.69973,4.69973,4.69973,0.00546668,0.00546668,0.00546668,5.98475,5.98475,5.98475
51,32302.3,32302.3,32302.3,20416.4,20416.4,20416.4,8.45182,8.45182,8.45182,0.0148299,0.0148299,0.0148299,3.79467,3.79467,3.79467,3.79467,3.79467,3.79467,0.00424572,0.00424572,0.00424572,4.8425,4.8425,4.8425
52,32559.8,32559.8,32559.8,20680.9,20680.9,20680.9,6.86561,6.86561,6.86561,0.0114679,0.0114679,0.0114679,3.07596,3.07596,3.07596,3.07596,3.07596,3.07596,0.00331585,0.00331585,0.00331585,3.93366,3.93366,3.93366
