time,low95:S:city1__all,S:city1__all,high95:S:city1__all,low95:S:city2__all,S:city2__all,high95:S:city2__all,low95:I:city1__all,I:city1__all,high95:I:city1__all,low95:I:city2__all,I:city2__all,high95:I:city2__all,low95:all__CDC__inc,all__CDC__inc,high95:all__CDC__inc,low95:all__google__inc,all__google__inc,high95:all__google__inc,low95:city2__CDC__inc,city2__CDC__inc,high95:city2__CDC__inc,low95:city1__CDC__prev,city1__CDC__prev,high95:city1__CDC__prev
18,60429.4,61313.6,62197.7,20325.9,21783.6,23241.3,3610.97,4087.86,4564.75,1909.78,2076.65,2243.52,2203.67,2356.73,2509.79,2203.67,2356.73,2509.79,279.004,350.301,421.598,2166.58,2452.72,2738.85
19,57502.3,58532.5,59562.6,20007.2,21433.2,22859.2,3950.17,4504.37,5058.56,1228.19,1349.78,1471.37,2068.18,2237.95,2407.72,2068.18,2237.95,2407.72,180.165,226.884,273.603,2370.1,2702.62,3035.13
20,53644.8,54783.4,55922,19840.8,21238.3,22635.9,4736.37,5322.94,5909.5,788.343,877.25,966.157,2123.49,2302.81,2482.14,2123.49,2302.81,2482.14,116.77,148.278,179.786,2841.82,3193.76,3545.7
21,49804.9,51054.1,52303.3,19728.8,21101.7,22474.7,5091.77,5718.93,6346.08,492.346,557.822,623.297,2211.44,2402.25,2593.06,2211.44,2402.25,2593.06,67.8314,89.3624,110.893,3055.06,3431.36,3807.65
22,46665.5,47978.8,49292.1,19680.6,21033.3,22386.1,4852.37,5469.68,6086.98,298.788,347.206,395.624,2125.8,2318.99,2512.18,2125.8,2318.99,2512.18,38.572,53.2886,68.0052,2911.42,3281.81,3652.19
23,42836.8,44171.4,45506.1,19726.4,21063.8,22401.2,5165.28,5732.38,6299.49,181.434,217.398,253.362,2141.09,2323.18,2505.27,2141.09,2323.18,2505.27,24.3265,34.5044,44.6823,3099.17,3439.43,3779.69
24,39560.5,40918.4,42276.4,19800.4,21126.9,22453.4,4978.28,5513.61,6048.94,103.862,130.881,157.899,2092.33,2266.71,2441.09,2092.33,2266.71,2441.09,11.8619,19.1232,26.3846,2986.97,3308.17,3629.36
25,37337.1,38696.7,40056.2,19983.7,21303,22622.4,4202.22,4683.06,5163.89,62.6954,83.004,103.313,1845,2006.45,2167.91,1845,2006.45,2167.91,8.67777,13.8684,19.059,2521.33,2809.84,3098.34
26,35971,37303.6,38636.1,20182.1,21496.8,22811.4,3368.62,3759.71,4150.79,34.7114,50.3064,65.9015,1454.4,1590.08,1725.76,1454.4,1590.08,1725.76,3.73974,7.66165,11.5836,2021.17,2255.82,2490.48
27,34499.4,35809.5,37119.7,20397.9,21709.7,23021.5,2953.93,3272.9,3591.88,18.9034,30.8929,42.8824,1255.61,1366.92,1478.23,1255.61,1366.92,1478.23,1.9505,4.90605,7.86161,1772.36,1963.74,2155.13
28,33403.7,34696.6,35989.5,20627.5,21937.6,23247.7,2471.49,2741.43,3011.37,9.00679,18.2869,27.567,1063.51,1157.79,1252.06,1063.51,1157.79,1252.06,0.431095,2.70025,4.9694,1482.89,1644.86,1806.82
29,32725.8,34002.2,35278.6,20879.4,22188.5,23497.7,1882.89,2107.74,2332.59,3.37575,10.5142,17.6526,840.749,919.85,998.951,840.749,919.85,998.951,-0.25392,1.47236,3.19863,1129.73,1264.64,1399.55
30,32203,33466.8,34730.5,21150.6,22459.2,23767.8,1468.17,1655.62,1843.07,2.67098,8.11231,13.5536,655.024,725.864,796.704,655.024,725.864,796.704,0.551836,1.85911,3.16639,880.901,993.373,1105.84
31,31913.2,33164.4,34415.7,21421,22729.2,24037.4,1098.08,1247.03,1395.98,0.959331,5.47717,9.99501,481.632,539.419,597.206,481.632,539.419,597.206,-0.0887416,1.05238,2.19351,658.849,748.219,837.588
32,31738.9,32978.7,34218.5,21684.7,22992.6,24300.5,803.804,920.842,1037.88,-0.964983,2.76506,6.4951,361.646,407.502,453.357,361.646,407.502,453.357,-0.702509,0.239847,1.1822,482.282,552.505,622.728
33,31659.2,32888.7,34118.1,21945.1,23252.8,24560.5,637.226,728.301,819.376,-1.46956,1.34549,4.16054,280.769,316.757,352.745,280.769,316.757,352.745,-0.559475,0.118637,0.796748,382.336,436.981,491.625
34,31624.2,32843.6,34063,22221.1,23528.8,24836.5,460.158,534.69,609.222,0.173956,2.20924,4.24452,222.805,252.1,281.395,222.805,252.1,281.395,0.296923,0.77785,1.25878,276.095,320.814,365.533
35,31688.4,32898.6,34108.8,22481.8,23789.3,25096.9,367.687,424.833,481.98,-0.952532,1.18055,3.31363,155.091,178.389,201.688,155.091,178.389,201.688,-0.496806,0.103833,0.704471,220.612,254.9,289.188
36,31793.8,32995.4,34197,22742.3,24049.8,25357.3,283.44,330.695,377.949,-1.16308,0.592572,2.34822,139.09,155.722,172.354,139.09,155.722,172.354,-0.396424,0.0568607,0.510145,170.064,198.417,226.77
37,31894,33087.7,34281.4,23010.2,24317.6,25625.1,204.108,242.261,280.415,-1.03071,0.28451,1.59973,95.6609,109.226,122.79,95.6609,109.226,122.79,-0.294618,0.0256769,0.345972,122.465,145.357,168.249
38,32067.9,33254.9,34441.9,23273.4,24580.8,25888.3,165.754,196.052,226.349,-0.809801,0.132912,1.07563,71.354,82.0741,92.7942,71.354,82.0741,92.7942,-0.212565,0.0120036,0.236572,99.4524,117.631,135.81
39,32244.6,33425.8,34607,23538,24845.5,26153,124.431,150.222,176.013,-0.598237,0.0617778,0.721793,59.2516,68.2618,77.2721,59.2516,68.2618,77.2721,-0.150605,0.0058879,0.162381,74.6586,90.1331,105.608
40,32366.7,33542.9,34719.1,23809.5,25117,26424.5,73.8939,94.8564,115.819,-0.422705,0.0273553,0.477415,37.7706,44.9093,52.048,37.7706,44.9093,52.048,-0.100611,0.00228052,0.105172,44.3364,56.9138,69.4913
41,32622.2,33794.8,34967.5,24069.9,25377.5,26685.1,64.3957,80.4062,96.4167,-0.297519,0.0131079,0.323735,32.057,37.8137,43.5704,32.057,37.8137,43.5704,-0.0739213,0.0014653,0.0768519,38.6374,48.2437,57.85
42,32842.1,34011.9,35181.7,24334.1,25641.7,26949.3,46.8283,60.5875,74.3467,-0.206331,0.00597859,0.218288,23.2354,28.1292,33.0229,23.2354,28.1292,33.0229,-0.049804,0.000587928,0.0509798,28.097,36.3525,44.608
43,33077.6,34245,35412.4,24597.4,25905.1,27212.8,37.3078,48.7535,60.1992,-0.141055,0.00265722,0.146369,16.5821,20.6347,24.6873,16.5821,20.6347,24.6873,-0.0335935,0.00025045,0.0340944,22.3847,29.2521,36.1195
44,33307.3,34472.7,35638.2,24861.5,26169.2,27476.9,29.8709,39.7326,49.5944,-0.0936774,0.00108881,0.095855,11.1118,14.5508,17.9898,11.1118,14.5508,17.9898,-0.0211959,8.18121e-05,0.0213595,17.9225,23.8396,29.7566
45,33550.6,34714.5,35878.4,25124.6,26432.4,27740.1,23.314,32.038,40.7619,-0.0621754,0.000473025,0.0631215,10.5514,13.6246,16.6977,10.5514,13.6246,16.6977,-0.0146462,4.54923e-05,0.0147372,13.9884,19.2228,24.4572
46,33763.8,34926.4,36089,25390.3,26698.2,28006,12.5323,20.1661,27.7998,-0.0398218,0.000180631,0.0401831,6.19802,8.85195,11.5059,6.19802,8.85195,11.5059,-0.00859884,1.15308e-05,0.0086219,7.5194,12.0996,16.6799
47,34027.8,35189.6,36351.3,25652.1,26960,28267.9,15.115,21.021,26.927,-0.0254641,7.04985e-05,0.0256051,4.22639,6.32804,8.4297,4.22639,6.32804,8.4297,-0.00574204,5.56688e-06,0.00575317,9.06902,12.6126,16.1562
48,34275.4,35436.4,36597.4,25915.2,27223.1,28531,11.0552,16.9814,22.9076,-0.0161521,2.80366e-05,0.0162082,4.79915,6.85274,8.90633,4.79915,6.85274,8.90633,-0.00367354,2.42135e-06,0.00367838,6.63314,10.1888,13.7445
49,34531.1,35691.4,36851.8,26177.6,27485.6,28793.5,10.4422,15.7604,21.0787,-0.0101205,1.06321e-05,0.0101418,3.381,5.26536,7.14972,3.381,5.26536,7.14972,-0.00225424,8.27543e-07,0.00225589,6.26531,9.45626,12.6472
50,34758.2,35918,37077.7,26442.3,27750.3,29058.3,5.04406,10.1478,15.2516,-0.00570736,2.96279e-06,0.00571329,1.49652,3.26944,5.04237,1.49652,3.26944,5.04237,-0.000858178,3.73644e-08,0.000858253,3.02644,6.0887,9.15097
51,34998,36157.4,37316.8,26706,28014.1,29322.2,1.99624,6.02398,10.0517,-0.00317951,8.22154e-07,0.00318115,0.898911,2.34405,3.78918,0.898911,2.34405,3.78918,-0.000550668,2.42081e-08,0.000550717,1.19775,3.61439,6.03103
52,35259.2,36418.5,37577.7,26968.1,28276.2,29584.4,3.06681,6.1629,9.25898,-0.00186852,2.96937e-07,0.00186912,0.922451,2.03973,3.157,0.922451,2.03973,3.157,-0.000418218,2.76448e-08,0.000418274,1.84009,3.69774,5.55539
