"date","Paris__Sentinelles__inc"
"2004-11-01",2621
"2004-11-08",1691
"2004-11-15",1889
"2004-11-22",2396
"2004-11-29",4076
"2004-12-06",2844
"2004-12-13",5652
"2004-12-20",7606
"2004-12-27",4009
"2005-01-03",6354
"2005-01-10",14427
"2005-01-18",12505
"2005-01-24",25387
"2005-01-31",39594
"2005-02-07",59082
"2005-02-14",59910
"2005-02-22",73016
"2005-02-28",47256
"2005-03-07",20549
"2005-03-14",17455
"2005-03-21",18209
"2005-03-28",12468
"2005-04-04",7355
"2005-04-11",3466
"2005-04-18",1228
"2005-04-25",1522
"2005-05-02",828
"2005-05-09",142
"2005-05-16",1240
"2005-05-23",930
"2005-05-31",287
"2005-06-06",1269
"2005-06-13",45
"2005-06-20",273
"2005-06-27",48
"2005-07-05",374
"2005-07-11",0
"2005-07-18",0
"2005-07-25",0
"2005-08-01",0
"2005-08-08",0
"2005-08-15",0
"2005-08-22",0
"2005-08-29",0
"2005-09-06",417
"2005-09-12",958
"2005-09-19",1345
"2005-09-26",2395
"2005-10-03",3688
"2005-10-10",3581
"2005-10-17",3421
"2005-10-24",3261
"2005-10-31",4528
"2005-11-07",6124
"2005-11-14",783
"2005-11-21",4057
"2005-11-28",3402
"2005-12-05",1818
"2005-12-12",2898
"2005-12-19",6007
"2005-12-27",3362
"2006-01-03",2344
"2006-01-09",5708
"2006-01-17",3938
"2006-01-23",9241
"2006-01-30",16557
"2006-02-06",39395
"2006-02-13",47073
"2006-02-21",23810
"2006-02-27",40135
"2006-03-06",59351
"2006-03-13",35897
"2006-03-20",25993
"2006-03-27",23757
"2006-04-03",19111
"2006-04-10",3170
"2006-04-17",399
"2006-04-24",193
"2006-05-01",1695
"2006-05-08",2911
"2006-05-15",0
"2006-05-22",1159
"2006-05-30",194
"2006-06-05",322
"2006-06-12",975
"2006-06-19",48
"2006-06-26",0
"2006-07-03",0
"2006-07-10",0
"2006-07-17",0
"2006-07-24",0
"2006-07-31",0
"2006-08-07",0
"2006-08-14",0
"2006-08-21",0
"2006-08-28",239
"2006-09-05",205
"2006-09-11",0
"2006-09-18",0
"2006-09-25",303
"2006-10-02",975
"2006-10-09",1660
"2006-10-16",2050
"2006-10-23",1084
"2006-10-30",902
"2006-11-06",477
"2006-11-13",2390
"2006-11-20",1609
"2006-11-27",3557
"2006-12-04",2252
"2006-12-11",1193
"2006-12-18",4910
"2006-12-26",7034
"2007-01-03",9121
"2007-01-08",15283
"2007-01-16",15614
"2007-01-22",22467
"2007-01-29",25442
"2007-02-05",33877
"2007-02-12",43687
"2007-02-20",60971
"2007-02-26",25768
"2007-03-05",22876
"2007-03-12",7153
"2007-03-19",5213
"2007-03-26",5090
"2007-04-02",3084
"2007-04-09",1706
"2007-04-16",185
"2007-04-23",702
"2007-04-30",827
"2007-05-07",486
"2007-05-14",1280
"2007-05-21",473
"2007-05-29",336
"2007-06-04",988
"2007-06-11",510
"2007-06-18",382
"2007-06-25",109
"2007-07-02",0
"2007-07-09",574
"2007-07-16",421
"2007-07-23",1103
"2007-07-30",544
"2007-08-06",227
"2007-08-13",0
"2007-08-20",1315
"2007-08-27",1312
"2007-09-04",262
"2007-09-10",158
"2007-09-17",34
"2007-09-24",511
"2007-10-01",1525
"2007-10-08",2240
"2007-10-15",2796
"2007-10-22",1679
"2007-10-29",2634
"2007-11-05",2779
"2007-11-12",1728
"2007-11-19",2652
"2007-11-26",3613
"2007-12-03",11657
"2007-12-10",3129
"2007-12-17",5142
"2007-12-24",11835
"2007-12-31",8452
"2008-01-07",14694
"2008-01-14",36017
"2008-01-22",30876
"2008-01-28",27245
"2008-02-04",25415
"2008-02-11",35320
"2008-02-19",34647
"2008-02-25",27740
"2008-03-03",11257
"2008-03-10",16002
"2008-03-17",10399
"2008-03-24",15779
"2008-03-31",8347
"2008-04-07",3796
"2008-04-14",4251
"2008-04-21",1253
"2008-04-28",0
"2008-05-05",36
"2008-05-12",292
"2008-05-19",4232
"2008-05-27",439
"2008-06-02",0
"2008-06-09",325
"2008-06-16",1226
"2008-06-23",545
"2008-06-30",32
"2008-07-07",0
"2008-07-14",449
"2008-07-21",80
"2008-07-28",0
"2008-08-04",0
"2008-08-11",0
"2008-08-18",0
"2008-08-25",0
"2008-09-02",558
"2008-09-08",771
"2008-09-15",112
"2008-09-22",214
"2008-09-29",0
"2008-10-06",598
"2008-10-13",243
"2008-10-20",1431
"2008-10-27",1418
"2008-11-03",522
"2008-11-10",1856
"2008-11-17",2884
"2008-11-24",4008
"2008-12-01",5790
"2008-12-08",10913
"2008-12-15",19087
"2008-12-22",31783
"2008-12-29",22897
"2009-01-05",38317
"2009-01-12",34409
"2009-01-20",36174
"2009-01-26",39538
"2009-02-02",27226
"2009-02-09",16994
"2009-02-17",9769
"2009-02-23",5442
"2009-03-02",5402
"2009-03-09",3385
"2009-03-16",5162
"2009-03-23",6184
"2009-03-30",2075
"2009-04-06",1753
"2009-04-13",408
"2009-04-20",215
"2009-04-27",1892
"2009-05-04",936
"2009-05-11",81
"2009-05-18",533
"2009-05-26",1052
"2009-06-01",3414
"2009-06-08",125
"2009-06-15",1179
"2009-06-22",1001
"2009-06-29",1363
"2009-07-06",752
"2009-07-13",390
"2009-07-20",1227
"2009-07-27",975
"2009-08-03",2389
"2009-08-10",775
"2009-08-17",2613
"2009-08-24",3131
"2009-08-31",2295
"2009-09-08",5833
"2009-09-14",11193
"2009-09-21",18745
"2009-09-28",15382
"2009-10-05",19217
"2009-10-12",22253
"2009-10-19",33748
"2009-10-26",48504
"2009-11-02",61070
"2009-11-09",46124
"2009-11-16",37939
"2009-11-23",38712
"2009-11-30",37803
"2009-12-07",32140
"2009-12-14",28726
"2009-12-21",21825
"2009-12-28",12920
"2010-01-04",16943
"2010-01-11",10207
"2010-01-19",9134
"2010-01-25",4816
"2010-02-01",4348
"2010-02-08",2888
"2010-02-16",1695
"2010-02-22",2646
"2010-03-01",3000
"2010-03-08",1023
"2010-03-15",260
"2010-03-22",457
"2010-03-29",337
"2010-04-05",272
"2010-04-12",1609
"2010-04-19",1054
"2010-04-26",0
"2010-05-03",701
"2010-05-10",1155
"2010-05-17",401
"2010-05-24",197
"2010-06-01",981
"2010-06-07",1007
"2010-06-14",160
"2010-06-21",517
"2010-06-28",452
"2010-07-06",239
"2010-07-12",169
"2010-07-19",63
"2010-07-26",0
"2010-08-02",0
"2010-08-09",397
"2010-08-16",0
"2010-08-23",0
"2010-08-30",61
"2010-09-07",270
"2010-09-13",806
"2010-09-20",820
"2010-09-27",1915
"2010-10-04",1734
"2010-10-11",2528
"2010-10-18",1704
"2010-10-25",4479
"2010-11-01",2220
"2010-11-08",2198
"2010-11-15",737
"2010-11-22",2571
"2010-11-29",7189
"2010-12-06",8864
"2010-12-13",20445
"2010-12-20",31657
"2010-12-27",40307
"2011-01-03",54359
"2011-01-10",58258
"2011-01-18",36451
"2011-01-24",27224
"2011-01-31",26865
"2011-02-07",22763
"2011-02-14",19211
"2011-02-22",9137
"2011-02-28",3620
"2011-03-07",3939
"2011-03-14",3411
"2011-03-21",1537
"2011-03-28",1358
"2011-04-04",1934
"2011-04-11",479
"2011-04-18",674
"2011-04-25",861
"2011-05-02",407
"2011-05-09",355
"2011-05-16",416
"2011-05-23",133
"2011-05-31",620
"2011-06-06",341
"2011-06-13",316
"2011-06-20",708
"2011-06-27",262
"2011-07-05",463
"2011-07-11",878
"2011-07-18",0
"2011-07-25",0
"2011-08-01",0
"2011-08-08",82
"2011-08-15",1291
"2011-08-22",485
"2011-08-29",302
"2011-09-06",0
"2011-09-12",0
"2011-09-19",1563
"2011-09-26",1537
"2011-10-03",2759
"2011-10-10",2035
"2011-10-17",1855
"2011-10-24",2003
"2011-10-31",2169
"2011-11-07",3485
"2011-11-14",1943
"2011-11-21",5318
"2011-11-28",2653
"2011-12-05",3432
"2011-12-12",6437
"2011-12-19",5668
"2011-12-27",3039
"2012-01-03",8616
"2012-01-09",8480
"2012-01-17",4102
"2012-01-23",2929
"2012-01-30",8470
"2012-02-06",18925
"2012-02-13",33034
"2012-02-21",48251
"2012-02-27",38562
"2012-03-05",24884
"2012-03-12",16045
"2012-03-19",15962
"2012-03-26",6137
"2012-04-02",5866
"2012-04-09",4232
"2012-04-16",1333
"2012-04-23",557
"2012-04-30",169
"2012-05-07",460
"2012-05-14",0
"2012-05-21",0
"2012-05-29",56
"2012-06-04",77
"2012-06-11",0
"2012-06-18",54
"2012-06-25",187
"2012-07-02",317
"2012-07-09",1434
"2012-07-16",0
"2012-07-23",0
"2012-07-30",0
"2012-08-06",616
"2012-08-13",0
"2012-08-20",242
"2012-08-27",841
"2012-09-04",549
"2012-09-10",307
"2012-09-17",472
"2012-09-24",971
"2012-10-01",644
"2012-10-08",2978
"2012-10-15",986
"2012-10-22",1493
"2012-10-31",737
"2012-11-05",88
"2012-11-12",544
"2012-11-19",3130
"2012-11-26",7219
"2012-12-03",8588
"2012-12-10",7999
"2012-12-17",12264
"2012-12-24",17314
"2012-12-31",27519
"2013-01-07",25933
"2013-01-14",32980
"2013-01-22",37176
"2013-01-28",66753
"2013-02-04",69603
"2013-02-11",53143
"2013-02-19",67746
"2013-02-25",58249
"2013-03-04",50770
"2013-03-11",24184
"2013-03-18",11240
"2013-03-25",5873
"2013-04-01",4268
"2013-04-08",3597
"2013-04-15",3978
"2013-04-22",479
"2013-04-29",29182
"2013-05-06",2954
